cell.line	compound	variable	value
LoVo	RBN011364-002	IC50_nm	4144.52478971155
LCLC-103H	RBN010061-002	IC50_nm	3353.53281831504
LCLC-103H	RBN011364-002	IC50_nm	120.739225245689
KNS-81	RBN010061-002	IC50_nm	3513.88926715086
KNS-81	RBN011364-002	IC50_nm	11.21697874523
MDA-MB-436	RBN010061-002	IC50_nm	55.2370129030929
MDA-MB-436	RBN011364-002	IC50_nm	3491.83835150904
HCC1195	RBN010061-002	IC50_nm	10000
HCC1195	RBN011364-002	IC50_nm	494.554352550041
SNG-M	RBN010061-002	IC50_nm	9593.60889682462
SNG-M	RBN011364-002	IC50_nm	9650.58433744168
MDA-MB-231	RBN010061-002	IC50_nm	3389.43807852328
MDA-MB-231	RBN011364-002	IC50_nm	22.3388744671074
LK-2	RBN010061-002	IC50_nm	7852.02465233559
LK-2	RBN011364-002	IC50_nm	17.7398521853907
HCC2218	RBN010061-002	IC50_nm	615.684926402021
HCC2218	RBN011364-002	IC50_nm	3740.84911543537
LC-1sq	RBN010061-002	IC50_nm	1831.57832024348
LC-1sq	RBN011364-002	IC50_nm	9494.24233213913
FaDu	RBN010061-002	IC50_nm	1715.4546968723
FaDu	RBN011364-002	IC50_nm	53.8921723411457
NCI-H596	RBN010061-002	IC50_nm	2084.14198588094
NCI-H596	RBN011364-002	IC50_nm	20.6445473110967
Caki-1	RBN010061-002	IC50_nm	7525.58584515533
Caki-1	RBN011364-002	IC50_nm	138.849788434709
ACHN	RBN010061-002	IC50_nm	10000
ACHN	RBN011364-002	IC50_nm	1465.83990213982
YD-8	RBN010061-002	IC50_nm	7104.24478020189
YD-8	RBN011364-002	IC50_nm	5541.86468126118
HCC1588	RBN010061-002	IC50_nm	3315.72926686795
HCC1588	RBN011364-002	IC50_nm	10000
T47D	RBN010061-002	IC50_nm	2787.60071851463
T47D	RBN011364-002	IC50_nm	3887.68130816937
TE-8	RBN010061-002	IC50_nm	6109.332540033
TE-8	RBN011364-002	IC50_nm	2.29930657988895
IA-LM	RBN010061-002	IC50_nm	10000
IA-LM	RBN011364-002	IC50_nm	287.102477256372
EN	RBN010061-002	IC50_nm	535.317712091525
EN	RBN011364-002	IC50_nm	10000
NCI-H1975	RBN010061-002	IC50_nm	10000
NCI-H1975	RBN011364-002	IC50_nm	177.89780869601
NCI-H1838	RBN010061-002	IC50_nm	4039.47358249526
NCI-H1838	RBN011364-002	IC50_nm	3888.23088931824
HCC-44	RBN010061-002	IC50_nm	0.0266676069382036
HCC-44	RBN011364-002	IC50_nm	63.6242867109139
HCC1187	RBN010061-002	IC50_nm	2120.87518912723
HCC1187	RBN011364-002	IC50_nm	650.68792967042
YH-13	RBN010061-002	IC50_nm	3654.77791208979
YH-13	RBN011364-002	IC50_nm	15.7651030740497
HCC38	RBN010061-002	IC50_nm	2841.66148172699
HCC38	RBN011364-002	IC50_nm	10000
SNU-1033	RBN010061-002	IC50_nm	520.184130609566
SNU-1033	RBN011364-002	IC50_nm	7856.19374132046
Calu-1	RBN010061-002	IC50_nm	3294.46669174279
Calu-1	RBN011364-002	IC50_nm	3.97223499002465
PE-CA-PJ15	RBN010061-002	IC50_nm	4328.97561564703
PE-CA-PJ15	RBN011364-002	IC50_nm	24.8400102530686
BHY	RBN010061-002	IC50_nm	3402.53748901781
BHY	RBN011364-002	IC50_nm	5.92115307019864
MDA-MB-468	RBN010061-002	IC50_nm	679.516534549432
MDA-MB-468	RBN011364-002	IC50_nm	10000
CCK-81	RBN010061-002	IC50_nm	4546.64861184756
CCK-81	RBN011364-002	IC50_nm	6023.1940250875
HCC2279	RBN010061-002	IC50_nm	3048.98932940309
HCC2279	RBN011364-002	IC50_nm	67.7430429989249
HCC1599	RBN010061-002	IC50_nm	3311.20211598514
HCC1599	RBN011364-002	IC50_nm	10000
COLO-680N	RBN010061-002	IC50_nm	10000
COLO-680N	RBN011364-002	IC50_nm	16.5316778729549
SK-BR-3	RBN010061-002	IC50_nm	3337.41361558846
SK-BR-3	RBN011364-002	IC50_nm	478.351129717281
NCI-H810	RBN010061-002	IC50_nm	757.144444270321
NCI-H810	RBN011364-002	IC50_nm	5732.65994939442
Hs-578-T	RBN010061-002	IC50_nm	3703.1197388011
Hs-578-T	RBN011364-002	IC50_nm	21.8301580284697
KURAMOCHI	RBN010061-002	IC50_nm	1366.01364332991
KURAMOCHI	RBN011364-002	IC50_nm	10000
SNU-81	RBN010061-002	IC50_nm	10000
SNU-81	RBN011364-002	IC50_nm	10000
SNU-C4	RBN010061-002	IC50_nm	2640.68211452203
SNU-C4	RBN011364-002	IC50_nm	10000
Detroit562	RBN010061-002	IC50_nm	10000
Detroit562	RBN011364-002	IC50_nm	6715.67169547583
NUGC-4	RBN010061-002	IC50_nm	4815.04529222182
NUGC-4	RBN011364-002	IC50_nm	4124.87621100231
KYSE-30	RBN010061-002	IC50_nm	3571.86565859349
KYSE-30	RBN011364-002	IC50_nm	1.48616171099383
OV7	RBN010061-002	IC50_nm	1959.9998307264
OV7	RBN011364-002	IC50_nm	10000
RCM-1	RBN010061-002	IC50_nm	8843.08801533296
RCM-1	RBN011364-002	IC50_nm	5.30549868721434
HT-29	RBN010061-002	IC50_nm	3651.61617788216
HT-29	RBN011364-002	IC50_nm	31.3011667727826
SW48	RBN010061-002	IC50_nm	3823.99067160597
SW48	RBN011364-002	IC50_nm	3579.96895973897
JHOS-2	RBN010061-002	IC50_nm	4284.07233107676
JHOS-2	RBN011364-002	IC50_nm	2.76697851867142
OVCAR-8	RBN010061-002	IC50_nm	2475.84473811177
OVCAR-8	RBN011364-002	IC50_nm	8720.63488885661
OVISE	RBN010061-002	IC50_nm	2274.56347298179
OVISE	RBN011364-002	IC50_nm	23.6885701458145
JHOS-4	RBN010061-002	IC50_nm	261.644593526413
JHOS-4	RBN011364-002	IC50_nm	644.503521765257
HARA	RBN010061-002	IC50_nm	8801.89295273949
HARA	RBN011364-002	IC50_nm	7661.83639749
SW620	RBN010061-002	IC50_nm	1806.80007134347
SW620	RBN011364-002	IC50_nm	274.955554364906
RKN	RBN010061-002	IC50_nm	10000
RKN	RBN011364-002	IC50_nm	10000
SH-10-TC	RBN010061-002	IC50_nm	8935.78691287389
SH-10-TC	RBN011364-002	IC50_nm	3058.02114357526
TOV-21G	RBN010061-002	IC50_nm	3990.92831682049
TOV-21G	RBN011364-002	IC50_nm	10000
YD-10B	RBN010061-002	IC50_nm	1820.71393801922
YD-10B	RBN011364-002	IC50_nm	6.21333239001343
LUDLU-1	RBN010061-002	IC50_nm	8592.51348985154
LUDLU-1	RBN011364-002	IC50_nm	1055.8369279053
NCI-H2023	RBN010061-002	IC50_nm	6685.19443874836
NCI-H2023	RBN011364-002	IC50_nm	1069.6627113729
HCC70	RBN010061-002	IC50_nm	2291.33578230901
HCC70	RBN011364-002	IC50_nm	10000
SW900	RBN010061-002	IC50_nm	989.52561585466
SW900	RBN011364-002	IC50_nm	123.892970154449
RERF-LC-AI	RBN010061-002	IC50_nm	10000
RERF-LC-AI	RBN011364-002	IC50_nm	1598.37029098646
HCC1143	RBN010061-002	IC50_nm	1733.77480311129
HCC1143	RBN011364-002	IC50_nm	10000
NCI-H520	RBN010061-002	IC50_nm	709.745186921227
NCI-H520	RBN011364-002	IC50_nm	10000
YD-38	RBN010061-002	IC50_nm	3078.77295530901
YD-38	RBN011364-002	IC50_nm	9.07737494026943
SK-OV-3	RBN010061-002	IC50_nm	3276.42460841357
SK-OV-3	RBN011364-002	IC50_nm	10000
SNU-620	RBN010061-002	IC50_nm	4136.60933239147
SNU-620	RBN011364-002	IC50_nm	3621.2399930126
EFE-184	RBN010061-002	IC50_nm	10000
EFE-184	RBN011364-002	IC50_nm	22.2945997173339
EFO-27	RBN010061-002	IC50_nm	10000
EFO-27	RBN011364-002	IC50_nm	10000
EVSA-T	RBN010061-002	IC50_nm	10000
EVSA-T	RBN011364-002	IC50_nm	10000
HCT-116	RBN010061-002	IC50_nm	2990.98027393407
HCT-116	RBN011364-002	IC50_nm	3246.86622853695
HEC-1-B	RBN010061-002	IC50_nm	3340.94391076422
HEC-1-B	RBN011364-002	IC50_nm	1.50436442886088
LXF-289	RBN010061-002	IC50_nm	10000
LXF-289	RBN011364-002	IC50_nm	155.939993926131
HDQ-P1	RBN010061-002	IC50_nm	1062.89377714302
HDQ-P1	RBN011364-002	IC50_nm	6.10367440182872
U-87 MG	RBN010061-002	IC50_nm	3263.74839271005
U-87 MG	RBN011364-002	IC50_nm	87.1719685516596
DBTRG-05MG	RBN010061-002	IC50_nm	0.873295405678437
DBTRG-05MG	RBN011364-002	IC50_nm	10000
HCC-15	RBN010061-002	IC50_nm	7492.88802858912
HCC-15	RBN011364-002	IC50_nm	10000
NCI-H1437	RBN010061-002	IC50_nm	2610.40986845744
NCI-H1437	RBN011364-002	IC50_nm	52.0787487420725
NCI-H647	RBN010061-002	IC50_nm	4085.00300637288
NCI-H647	RBN011364-002	IC50_nm	422.668199140594
LOU-NH91	RBN010061-002	IC50_nm	10000
LOU-NH91	RBN011364-002	IC50_nm	1227.0363112365
CAL-27	RBN010061-002	IC50_nm	922.428740434468
CAL-27	RBN011364-002	IC50_nm	9.72186479234261
LCLC-97TM1	RBN010061-002	IC50_nm	10000
LCLC-97TM1	RBN011364-002	IC50_nm	102.17429915572
GSS	RBN010061-002	IC50_nm	10000
GSS	RBN011364-002	IC50_nm	602.165335243806
HCC1937	RBN010061-002	IC50_nm	204.654483185836
HCC1937	RBN011364-002	IC50_nm	5.9686489561361
OV56	RBN010061-002	IC50_nm	10000
OV56	RBN011364-002	IC50_nm	4130.54747971059
HSC-4	RBN010061-002	IC50_nm	3106.58787232994
HSC-4	RBN011364-002	IC50_nm	10000
CL-11	RBN010061-002	IC50_nm	1400.03496908743
CL-11	RBN011364-002	IC50_nm	7430.44259586509
SW480	RBN010061-002	IC50_nm	10000
SW480	RBN011364-002	IC50_nm	3614.26978423004
NCI-H2170	RBN010061-002	IC50_nm	3023.72428680881
NCI-H2170	RBN011364-002	IC50_nm	10000
TE-6	RBN010061-002	IC50_nm	3814.50032950342
TE-6	RBN011364-002	IC50_nm	10000
HCC95	RBN010061-002	IC50_nm	4373.82187581335
HCC95	RBN011364-002	IC50_nm	38.1579790496206
MDA-MB-175-VII	RBN010061-002	IC50_nm	10000
MDA-MB-175-VII	RBN011364-002	IC50_nm	4524.04983385985
NCI-H522	RBN010061-002	IC50_nm	3273.90204878536
NCI-H522	RBN011364-002	IC50_nm	4964.41565110403
HCC2108	RBN010061-002	IC50_nm	1146.36488639361
HCC2108	RBN011364-002	IC50_nm	1472.60214177299
TE-10	RBN010061-002	IC50_nm	10000
TE-10	RBN011364-002	IC50_nm	10000
ZR-75-30	RBN010061-002	IC50_nm	10000
ZR-75-30	RBN011364-002	IC50_nm	1.59592568329627
GSU	RBN010061-002	IC50_nm	3311.1359077649
GSU	RBN011364-002	IC50_nm	618.740382667012
KYSE-410	RBN010061-002	IC50_nm	10000
KYSE-410	RBN011364-002	IC50_nm	10000
KE-39	RBN010061-002	IC50_nm	104.072021651647
KE-39	RBN011364-002	IC50_nm	6.20500954467775
KNS-62	RBN010061-002	IC50_nm	10000
KNS-62	RBN011364-002	IC50_nm	291.724493492476
KPL-1	RBN010061-002	IC50_nm	145.457554501271
KPL-1	RBN011364-002	IC50_nm	1564.86786793118
SCC-25	RBN010061-002	IC50_nm	1533.30400148106
SCC-25	RBN011364-002	IC50_nm	3.13036173140148
NCI-H1869	RBN010061-002	IC50_nm	3060.418724035
NCI-H1869	RBN011364-002	IC50_nm	9.13348659999006
TE-5	RBN010061-002	IC50_nm	9366.0983701551
TE-5	RBN011364-002	IC50_nm	5486.03759894438
SNU-719	RBN010061-002	IC50_nm	10000
SNU-719	RBN011364-002	IC50_nm	10000
NCI-H358	RBN010061-002	IC50_nm	4564.71934781608
NCI-H358	RBN011364-002	IC50_nm	28.7188446283776
TYK-nu	RBN010061-002	IC50_nm	5806.23401130378
TYK-nu	RBN011364-002	IC50_nm	11.474173129852
NCI-H1703	RBN010061-002	IC50_nm	10000
NCI-H1703	RBN011364-002	IC50_nm	1866.79752894466
CAL-33	RBN010061-002	IC50_nm	31.7156400261535
CAL-33	RBN011364-002	IC50_nm	4.20401505644731
NCI-H1373	RBN010061-002	IC50_nm	10000
NCI-H1373	RBN011364-002	IC50_nm	8.05527660519472
TGBC11TKB	RBN010061-002	IC50_nm	1755.84348563069
TGBC11TKB	RBN011364-002	IC50_nm	10000
JIMT-1	RBN010061-002	IC50_nm	1583.8764516028
JIMT-1	RBN011364-002	IC50_nm	187.499566466114
YMB-1	RBN010061-002	IC50_nm	9975.52610979045
YMB-1	RBN011364-002	IC50_nm	6387.90475410826
KYSE-520	RBN010061-002	IC50_nm	8087.43733033509
KYSE-520	RBN011364-002	IC50_nm	302.392842660987
KYSE-70	RBN010061-002	IC50_nm	3663.57784525132
KYSE-70	RBN011364-002	IC50_nm	270.152346185512
LS-123	RBN010061-002	Max.Dose_nm	10000
LS-123	RBN011364-002	Max.Dose_nm	316.91
EBC-1	RBN010061-002	Max.Dose_nm	3164.6
EBC-1	RBN011364-002	Max.Dose_nm	10000
T3M-10	RBN010061-002	Max.Dose_nm	10000
T3M-10	RBN011364-002	Max.Dose_nm	1001.4
SNU-175	RBN010061-002	Max.Dose_nm	10000
SNU-175	RBN011364-002	Max.Dose_nm	316.91
A253	RBN010061-002	Max.Dose_nm	10000
A253	RBN011364-002	Max.Dose_nm	100.29
A549	RBN010061-002	Max.Dose_nm	10000
A549	RBN011364-002	Max.Dose_nm	10000
KYSE-270	RBN010061-002	Max.Dose_nm	10000
KYSE-270	RBN011364-002	Max.Dose_nm	31.737
KYSE-450	RBN010061-002	Max.Dose_nm	10000
KYSE-450	RBN011364-002	Max.Dose_nm	10000
IM-95	RBN010061-002	Max.Dose_nm	10000
IM-95	RBN011364-002	Max.Dose_nm	10000
LoVo	RBN010061-002	Max.Dose_nm	10000
LoVo	RBN011364-002	Max.Dose_nm	10000
LCLC-103H	RBN010061-002	Max.Dose_nm	10000
LCLC-103H	RBN011364-002	Max.Dose_nm	1001.4
KNS-81	RBN010061-002	Max.Dose_nm	10000
KNS-81	RBN011364-002	Max.Dose_nm	3164.6
MDA-MB-436	RBN010061-002	Max.Dose_nm	10000
MDA-MB-436	RBN011364-002	Max.Dose_nm	10000
HCC1195	RBN010061-002	Max.Dose_nm	10000
HCC1195	RBN011364-002	Max.Dose_nm	10000
SNG-M	RBN010061-002	Max.Dose_nm	10000
SNG-M	RBN011364-002	Max.Dose_nm	10000
MDA-MB-231	RBN010061-002	Max.Dose_nm	10000
MDA-MB-231	RBN011364-002	Max.Dose_nm	316.91
LK-2	RBN010061-002	Max.Dose_nm	10000
LK-2	RBN011364-002	Max.Dose_nm	1001.4
HCC2218	RBN010061-002	Max.Dose_nm	10000
HCC2218	RBN011364-002	Max.Dose_nm	10000
LC-1sq	RBN010061-002	Max.Dose_nm	3164.6
LC-1sq	RBN011364-002	Max.Dose_nm	10000
FaDu	RBN010061-002	Max.Dose_nm	10000
FaDu	RBN011364-002	Max.Dose_nm	1001.4
NCI-H596	RBN010061-002	Max.Dose_nm	10000
NCI-H596	RBN011364-002	Max.Dose_nm	1001.4
Caki-1	RBN010061-002	Max.Dose_nm	10000
Caki-1	RBN011364-002	Max.Dose_nm	10000
ACHN	RBN010061-002	Max.Dose_nm	10000
ACHN	RBN011364-002	Max.Dose_nm	10000
YD-8	RBN010061-002	Max.Dose_nm	10000
YD-8	RBN011364-002	Max.Dose_nm	10000
HCC1588	RBN010061-002	Max.Dose_nm	10000
HCC1588	RBN011364-002	Max.Dose_nm	10000
T47D	RBN010061-002	Max.Dose_nm	10000
T47D	RBN011364-002	Max.Dose_nm	10000
TE-8	RBN010061-002	Max.Dose_nm	10000
TE-8	RBN011364-002	Max.Dose_nm	31.737
IA-LM	RBN010061-002	Max.Dose_nm	3164.6
IA-LM	RBN011364-002	Max.Dose_nm	10000
EN	RBN010061-002	Max.Dose_nm	10000
EN	RBN011364-002	Max.Dose_nm	10000
NCI-H1975	RBN010061-002	Max.Dose_nm	10000
NCI-H1975	RBN011364-002	Max.Dose_nm	3164.6
NCI-H1838	RBN010061-002	Max.Dose_nm	10000
NCI-H1838	RBN011364-002	Max.Dose_nm	10000
HCC-44	RBN010061-002	Max.Dose_nm	31.737
HCC-44	RBN011364-002	Max.Dose_nm	1001.4
HCC1187	RBN010061-002	Max.Dose_nm	3164.6
HCC1187	RBN011364-002	Max.Dose_nm	10000
YH-13	RBN010061-002	Max.Dose_nm	10000
YH-13	RBN011364-002	Max.Dose_nm	316.91
HCC38	RBN010061-002	Max.Dose_nm	10000
HCC38	RBN011364-002	Max.Dose_nm	10000
SNU-1033	RBN010061-002	Max.Dose_nm	10000
SNU-1033	RBN011364-002	Max.Dose_nm	10000
Calu-1	RBN010061-002	Max.Dose_nm	10000
Calu-1	RBN011364-002	Max.Dose_nm	100.29
PE-CA-PJ15	RBN010061-002	Max.Dose_nm	10000
PE-CA-PJ15	RBN011364-002	Max.Dose_nm	316.91
BHY	RBN010061-002	Max.Dose_nm	10000
BHY	RBN011364-002	Max.Dose_nm	316.91
MDA-MB-468	RBN010061-002	Max.Dose_nm	10000
MDA-MB-468	RBN011364-002	Max.Dose_nm	10000
CCK-81	RBN010061-002	Max.Dose_nm	10000
CCK-81	RBN011364-002	Max.Dose_nm	10000
HCC2279	RBN010061-002	Max.Dose_nm	10000
HCC2279	RBN011364-002	Max.Dose_nm	10000
HCC1599	RBN010061-002	Max.Dose_nm	10000
HCC1599	RBN011364-002	Max.Dose_nm	10000
COLO-680N	RBN010061-002	Max.Dose_nm	3164.6
COLO-680N	RBN011364-002	Max.Dose_nm	3164.6
SK-BR-3	RBN010061-002	Max.Dose_nm	10000
SK-BR-3	RBN011364-002	Max.Dose_nm	10000
NCI-H810	RBN010061-002	Max.Dose_nm	10000
NCI-H810	RBN011364-002	Max.Dose_nm	10000
Hs-578-T	RBN010061-002	Max.Dose_nm	10000
Hs-578-T	RBN011364-002	Max.Dose_nm	1001.4
KURAMOCHI	RBN010061-002	Max.Dose_nm	10000
KURAMOCHI	RBN011364-002	Max.Dose_nm	10000
SNU-81	RBN010061-002	Max.Dose_nm	10000
SNU-81	RBN011364-002	Max.Dose_nm	10000
SNU-C4	RBN010061-002	Max.Dose_nm	10000
SNU-C4	RBN011364-002	Max.Dose_nm	10000
Detroit562	RBN010061-002	Max.Dose_nm	10000
Detroit562	RBN011364-002	Max.Dose_nm	10000
NUGC-4	RBN010061-002	Max.Dose_nm	10000
NUGC-4	RBN011364-002	Max.Dose_nm	10000
KYSE-30	RBN010061-002	Max.Dose_nm	10000
KYSE-30	RBN011364-002	Max.Dose_nm	100.29
OV7	RBN010061-002	Max.Dose_nm	10000
OV7	RBN011364-002	Max.Dose_nm	10000
RCM-1	RBN010061-002	Max.Dose_nm	10000
RCM-1	RBN011364-002	Max.Dose_nm	316.91
HT-29	RBN010061-002	Max.Dose_nm	10000
HT-29	RBN011364-002	Max.Dose_nm	3164.6
SW48	RBN010061-002	Max.Dose_nm	10000
SW48	RBN011364-002	Max.Dose_nm	10000
JHOS-2	RBN010061-002	Max.Dose_nm	10000
JHOS-2	RBN011364-002	Max.Dose_nm	1001.4
OVCAR-8	RBN010061-002	Max.Dose_nm	10000
OVCAR-8	RBN011364-002	Max.Dose_nm	10000
OVISE	RBN010061-002	Max.Dose_nm	10000
OVISE	RBN011364-002	Max.Dose_nm	316.91
JHOS-4	RBN010061-002	Max.Dose_nm	10000
JHOS-4	RBN011364-002	Max.Dose_nm	3164.6
HARA	RBN010061-002	Max.Dose_nm	10000
HARA	RBN011364-002	Max.Dose_nm	10000
SW620	RBN010061-002	Max.Dose_nm	3164.6
SW620	RBN011364-002	Max.Dose_nm	3164.6
RKN	RBN010061-002	Max.Dose_nm	3164.6
RKN	RBN011364-002	Max.Dose_nm	3164.6
SH-10-TC	RBN010061-002	Max.Dose_nm	10000
SH-10-TC	RBN011364-002	Max.Dose_nm	3164.6
TOV-21G	RBN010061-002	Max.Dose_nm	10000
TOV-21G	RBN011364-002	Max.Dose_nm	10000
YD-10B	RBN010061-002	Max.Dose_nm	10000
YD-10B	RBN011364-002	Max.Dose_nm	31.737
LUDLU-1	RBN010061-002	Max.Dose_nm	10000
LUDLU-1	RBN011364-002	Max.Dose_nm	10000
NCI-H2023	RBN010061-002	Max.Dose_nm	10000
NCI-H2023	RBN011364-002	Max.Dose_nm	3164.6
HCC70	RBN010061-002	Max.Dose_nm	10000
HCC70	RBN011364-002	Max.Dose_nm	1001.4
SW900	RBN010061-002	Max.Dose_nm	3164.6
SW900	RBN011364-002	Max.Dose_nm	10000
RERF-LC-AI	RBN010061-002	Max.Dose_nm	10000
RERF-LC-AI	RBN011364-002	Max.Dose_nm	10000
HCC1143	RBN010061-002	Max.Dose_nm	10000
HCC1143	RBN011364-002	Max.Dose_nm	10000
NCI-H520	RBN010061-002	Max.Dose_nm	10000
NCI-H520	RBN011364-002	Max.Dose_nm	10000
YD-38	RBN010061-002	Max.Dose_nm	3164.6
YD-38	RBN011364-002	Max.Dose_nm	100.29
SK-OV-3	RBN010061-002	Max.Dose_nm	10000
SK-OV-3	RBN011364-002	Max.Dose_nm	10000
SNU-620	RBN010061-002	Max.Dose_nm	10000
SNU-620	RBN011364-002	Max.Dose_nm	10000
EFE-184	RBN010061-002	Max.Dose_nm	10000
EFE-184	RBN011364-002	Max.Dose_nm	10000
EFO-27	RBN010061-002	Max.Dose_nm	10000
EFO-27	RBN011364-002	Max.Dose_nm	3164.6
EVSA-T	RBN010061-002	Max.Dose_nm	3164.6
EVSA-T	RBN011364-002	Max.Dose_nm	3164.6
HCT-116	RBN010061-002	Max.Dose_nm	10000
HCT-116	RBN011364-002	Max.Dose_nm	10000
HEC-1-B	RBN010061-002	Max.Dose_nm	10000
HEC-1-B	RBN011364-002	Max.Dose_nm	1001.4
LXF-289	RBN010061-002	Max.Dose_nm	10000
LXF-289	RBN011364-002	Max.Dose_nm	3164.6
HDQ-P1	RBN010061-002	Max.Dose_nm	3164.6
HDQ-P1	RBN011364-002	Max.Dose_nm	1001.4
U-87 MG	RBN010061-002	Max.Dose_nm	10000
U-87 MG	RBN011364-002	Max.Dose_nm	1001.4
DBTRG-05MG	RBN010061-002	Max.Dose_nm	316.91
DBTRG-05MG	RBN011364-002	Max.Dose_nm	10000
HCC-15	RBN010061-002	Max.Dose_nm	10000
HCC-15	RBN011364-002	Max.Dose_nm	10000
NCI-H1437	RBN010061-002	Max.Dose_nm	10000
NCI-H1437	RBN011364-002	Max.Dose_nm	10000
NCI-H647	RBN010061-002	Max.Dose_nm	10000
NCI-H647	RBN011364-002	Max.Dose_nm	10000
LOU-NH91	RBN010061-002	Max.Dose_nm	10000
LOU-NH91	RBN011364-002	Max.Dose_nm	3164.6
CAL-27	RBN010061-002	Max.Dose_nm	10000
CAL-27	RBN011364-002	Max.Dose_nm	1001.4
LCLC-97TM1	RBN010061-002	Max.Dose_nm	10000
LCLC-97TM1	RBN011364-002	Max.Dose_nm	1001.4
GSS	RBN010061-002	Max.Dose_nm	3164.6
GSS	RBN011364-002	Max.Dose_nm	3164.6
HCC1937	RBN010061-002	Max.Dose_nm	1001.4
HCC1937	RBN011364-002	Max.Dose_nm	3164.6
OV56	RBN010061-002	Max.Dose_nm	10000
OV56	RBN011364-002	Max.Dose_nm	10000
HSC-4	RBN010061-002	Max.Dose_nm	3164.6
HSC-4	RBN011364-002	Max.Dose_nm	10000
CL-11	RBN010061-002	Max.Dose_nm	10000
CL-11	RBN011364-002	Max.Dose_nm	10000
SW480	RBN010061-002	Max.Dose_nm	3164.6
SW480	RBN011364-002	Max.Dose_nm	10000
NCI-H2170	RBN010061-002	Max.Dose_nm	10000
NCI-H2170	RBN011364-002	Max.Dose_nm	10000
TE-6	RBN010061-002	Max.Dose_nm	10000
TE-6	RBN011364-002	Max.Dose_nm	10000
HCC95	RBN010061-002	Max.Dose_nm	10000
HCC95	RBN011364-002	Max.Dose_nm	1001.4
MDA-MB-175-VII	RBN010061-002	Max.Dose_nm	10000
MDA-MB-175-VII	RBN011364-002	Max.Dose_nm	10000
NCI-H522	RBN010061-002	Max.Dose_nm	10000
NCI-H522	RBN011364-002	Max.Dose_nm	10000
HCC2108	RBN010061-002	Max.Dose_nm	10000
HCC2108	RBN011364-002	Max.Dose_nm	3164.6
TE-10	RBN010061-002	Max.Dose_nm	3164.6
TE-10	RBN011364-002	Max.Dose_nm	3164.6
ZR-75-30	RBN010061-002	Max.Dose_nm	10000
ZR-75-30	RBN011364-002	Max.Dose_nm	1001.4
GSU	RBN010061-002	Max.Dose_nm	10000
GSU	RBN011364-002	Max.Dose_nm	10000
KYSE-410	RBN010061-002	Max.Dose_nm	10000
KYSE-410	RBN011364-002	Max.Dose_nm	10000
KE-39	RBN010061-002	Max.Dose_nm	1001.4
KE-39	RBN011364-002	Max.Dose_nm	1001.4
KNS-62	RBN010061-002	Max.Dose_nm	10000
KNS-62	RBN011364-002	Max.Dose_nm	1001.4
KPL-1	RBN010061-002	Max.Dose_nm	10000
KPL-1	RBN011364-002	Max.Dose_nm	3164.6
SCC-25	RBN010061-002	Max.Dose_nm	3164.6
SCC-25	RBN011364-002	Max.Dose_nm	316.91
NCI-H1869	RBN010061-002	Max.Dose_nm	10000
NCI-H1869	RBN011364-002	Max.Dose_nm	316.91
TE-5	RBN010061-002	Max.Dose_nm	10000
TE-5	RBN011364-002	Max.Dose_nm	10000
SNU-719	RBN010061-002	Max.Dose_nm	10000
SNU-719	RBN011364-002	Max.Dose_nm	10000
NCI-H358	RBN010061-002	Max.Dose_nm	10000
NCI-H358	RBN011364-002	Max.Dose_nm	1001.4
TYK-nu	RBN010061-002	Max.Dose_nm	10000
TYK-nu	RBN011364-002	Max.Dose_nm	316.91
NCI-H1703	RBN010061-002	Max.Dose_nm	10000
NCI-H1703	RBN011364-002	Max.Dose_nm	10000
CAL-33	RBN010061-002	Max.Dose_nm	1001.4
CAL-33	RBN011364-002	Max.Dose_nm	316.91
NCI-H1373	RBN010061-002	Max.Dose_nm	10000
NCI-H1373	RBN011364-002	Max.Dose_nm	100.29
TGBC11TKB	RBN010061-002	Max.Dose_nm	10000
TGBC11TKB	RBN011364-002	Max.Dose_nm	10000
JIMT-1	RBN010061-002	Max.Dose_nm	10000
JIMT-1	RBN011364-002	Max.Dose_nm	3164.6
YMB-1	RBN010061-002	Max.Dose_nm	10000
YMB-1	RBN011364-002	Max.Dose_nm	10000
KYSE-520	RBN010061-002	Max.Dose_nm	10000
KYSE-520	RBN011364-002	Max.Dose_nm	3164.6
KYSE-70	RBN010061-002	Max.Dose_nm	10000
KYSE-70	RBN011364-002	Max.Dose_nm	3164.6
LS-123	RBN010061-002	EMax.1um.fixed	71.3777025854574
LS-123	RBN011364-002	EMax.1um.fixed	66.5751702054653
EBC-1	RBN010061-002	EMax.1um.fixed	68.5235677470964
EBC-1	RBN011364-002	EMax.1um.fixed	-18.1338472032935
T3M-10	RBN010061-002	EMax.1um.fixed	85.2346061246901
T3M-10	RBN011364-002	EMax.1um.fixed	7.68642459388266
SNU-175	RBN010061-002	EMax.1um.fixed	100.469753332602
SNU-175	RBN011364-002	EMax.1um.fixed	90.0695203814001
A253	RBN010061-002	EMax.1um.fixed	89.0961028901748
A253	RBN011364-002	EMax.1um.fixed	74.5046998866005
A549	RBN010061-002	EMax.1um.fixed	93.763954563698
A549	RBN011364-002	EMax.1um.fixed	100
KYSE-270	RBN010061-002	EMax.1um.fixed	85.9465787327827
KYSE-270	RBN011364-002	EMax.1um.fixed	79.5824815976175
KYSE-450	RBN010061-002	EMax.1um.fixed	100
